tile_id,tile_path,plate_id,rows_in_tile_filtered_csv,rows_emitted_to_S0,skipped_delta,notes
tile_RA288.855_DECp1.262,data/tiles/tile_RA288.855_DECp1.262,XE632,0,0,0,missing survivors csv
tile_RA288.855_DECp42.217,data/tiles/tile_RA288.855_DECp42.217,XE230,1,1,0,
tile_RA288.930_DECm4.738,data/tiles/tile_RA288.930_DECm4.738,XE692,0,0,0,missing survivors csv
tile_RA288.930_DECm5.738,data/tiles/tile_RA288.930_DECm5.738,XE692,0,0,0,missing survivors csv
tile_RA288.930_DECm6.738,data/tiles/tile_RA288.930_DECm6.738,XE692,0,0,0,missing survivors csv
tile_RA289.202_DECp54.214,data/tiles/tile_RA289.202_DECp54.214,XE141,0,0,0,missing survivors csv
tile_RA289.535_DECp35.245,data/tiles/tile_RA289.535_DECp35.245,XE281,0,0,0,missing survivors csv
tile_RA289.535_DECp36.245,data/tiles/tile_RA289.535_DECp36.245,XE281,0,0,0,missing survivors csv
tile_RA289.535_DECp37.245,data/tiles/tile_RA289.535_DECp37.245,XE281,0,0,0,missing survivors csv
tile_RA289.607_DECp16.260,data/tiles/tile_RA289.607_DECp16.260,XE452,0,0,0,missing survivors csv
tile_RA289.607_DECp17.260,data/tiles/tile_RA289.607_DECp17.260,XE452,0,0,0,missing survivors csv
tile_RA289.607_DECp18.260,data/tiles/tile_RA289.607_DECp18.260,XE452,0,0,0,missing survivors csv
tile_RA289.607_DECp19.260,data/tiles/tile_RA289.607_DECp19.260,XE452,0,0,0,missing survivors csv
tile_RA289.607_DECp20.260,data/tiles/tile_RA289.607_DECp20.260,XE452,0,0,0,missing survivors csv
tile_RA289.693_DECp10.261,data/tiles/tile_RA289.693_DECp10.261,XE512,1,1,0,
tile_RA289.693_DECp11.261,data/tiles/tile_RA289.693_DECp11.261,XE512,0,0,0,missing survivors csv
tile_RA289.693_DECp12.261,data/tiles/tile_RA289.693_DECp12.261,XE512,0,0,0,missing survivors csv
tile_RA289.693_DECp13.261,data/tiles/tile_RA289.693_DECp13.261,XE512,0,0,0,missing survivors csv
tile_RA289.693_DECp14.261,data/tiles/tile_RA289.693_DECp14.261,XE512,0,0,0,missing survivors csv
tile_RA289.704_DECp24.233,data/tiles/tile_RA289.704_DECp24.233,XE392,0,0,0,missing survivors csv
tile_RA289.723_DECp30.232,data/tiles/tile_RA289.723_DECp30.232,XE336,0,0,0,missing survivors csv
tile_RA289.775_DECp4.261,data/tiles/tile_RA289.775_DECp4.261,XE572,0,0,0,missing survivors csv
tile_RA289.775_DECp5.261,data/tiles/tile_RA289.775_DECp5.261,XE572,0,0,0,missing survivors csv
tile_RA289.775_DECp6.261,data/tiles/tile_RA289.775_DECp6.261,XE572,1,1,0,
tile_RA289.775_DECp7.261,data/tiles/tile_RA289.775_DECp7.261,XE572,0,0,0,missing survivors csv
tile_RA289.775_DECp8.261,data/tiles/tile_RA289.775_DECp8.261,XE572,1,1,0,
tile_RA289.855_DECm0.738,data/tiles/tile_RA289.855_DECm0.738,XE632,0,0,0,missing survivors csv
tile_RA289.855_DECm1.738,data/tiles/tile_RA289.855_DECm1.738,XE632,0,0,0,missing survivors csv
tile_RA289.855_DECp0.262,data/tiles/tile_RA289.855_DECp0.262,XE632,0,0,0,missing survivors csv
tile_RA289.855_DECp1.262,data/tiles/tile_RA289.855_DECp1.262,XE632,0,0,0,missing survivors csv
tile_RA289.855_DECp2.262,data/tiles/tile_RA289.855_DECp2.262,XE632,0,0,0,missing survivors csv
tile_RA289.935_DECm3.738,data/tiles/tile_RA289.935_DECm3.738,XE692,0,0,0,missing survivors csv
tile_RA289.935_DECm4.738,data/tiles/tile_RA289.935_DECm4.738,XE692,0,0,0,missing survivors csv
tile_RA289.935_DECm5.738,data/tiles/tile_RA289.935_DECm5.738,XE692,0,0,0,missing survivors csv
tile_RA289.935_DECm6.738,data/tiles/tile_RA289.935_DECm6.738,XE692,0,0,0,missing survivors csv
tile_RA289.935_DECm7.738,data/tiles/tile_RA289.935_DECm7.738,XE692,0,0,0,missing survivors csv
tile_RA29.124_DECp23.719,data/tiles/tile_RA29.124_DECp23.719,XE352,2,2,0,
tile_RA29.124_DECp24.719,data/tiles/tile_RA29.124_DECp24.719,XE352,1,1,0,
tile_RA29.124_DECp25.719,data/tiles/tile_RA29.124_DECp25.719,XE352,0,0,0,missing survivors csv
tile_RA29.179_DECp29.737,data/tiles/tile_RA29.179_DECp29.737,XE296,2,2,0,
tile_RA29.179_DECp30.737,data/tiles/tile_RA29.179_DECp30.737,XE296,1,1,0,
tile_RA29.179_DECp31.737,data/tiles/tile_RA29.179_DECp31.737,XE296,1,1,0,
tile_RA29.184_DECp53.701,data/tiles/tile_RA29.184_DECp53.701,XE114,3,3,0,
tile_RA29.184_DECp54.701,data/tiles/tile_RA29.184_DECp54.701,XE114,0,0,0,missing survivors csv
tile_RA29.184_DECp55.701,data/tiles/tile_RA29.184_DECp55.701,XE114,1,1,0,
tile_RA29.280_DECp47.722,data/tiles/tile_RA29.280_DECp47.722,XE152,0,0,0,
tile_RA29.280_DECp48.722,data/tiles/tile_RA29.280_DECp48.722,XE152,0,0,0,missing survivors csv
tile_RA29.280_DECp49.722,data/tiles/tile_RA29.280_DECp49.722,XE152,0,0,0,missing survivors csv
tile_RA29.516_DECp42.691,data/tiles/tile_RA29.516_DECp42.691,XE196,0,0,0,missing survivors csv
tile_RA29.714_DECm11.366,data/tiles/tile_RA29.714_DECm11.366,XE709,0,0,0,missing survivors csv
tile_RA29.807_DECm5.307,data/tiles/tile_RA29.807_DECm5.307,XE649,2,2,0,
tile_RA29.859_DECp0.693,data/tiles/tile_RA29.859_DECp0.693,XE589,2,2,0,
tile_RA29.883_DECp18.692,data/tiles/tile_RA29.883_DECp18.692,XE409,1,1,0,
tile_RA29.889_DECp6.692,data/tiles/tile_RA29.889_DECp6.692,XE529,3,3,0,
tile_RA29.898_DECp12.692,data/tiles/tile_RA29.898_DECp12.692,XE469,1,1,0,
tile_RA290.008_DECp46.270,data/tiles/tile_RA290.008_DECp46.270,XE183,0,0,0,missing survivors csv
tile_RA290.008_DECp47.270,data/tiles/tile_RA290.008_DECp47.270,XE183,0,0,0,missing survivors csv
tile_RA290.008_DECp48.270,data/tiles/tile_RA290.008_DECp48.270,XE183,2,2,0,
tile_RA290.008_DECp49.270,data/tiles/tile_RA290.008_DECp49.270,XE183,0,0,0,missing survivors csv
tile_RA290.008_DECp50.270,data/tiles/tile_RA290.008_DECp50.270,XE183,0,0,0,missing survivors csv
tile_RA290.536_DECp60.226,data/tiles/tile_RA290.536_DECp60.226,XE104,2,2,0,
tile_RA290.660_DECp17.260,data/tiles/tile_RA290.660_DECp17.260,XE452,0,0,0,missing survivors csv
tile_RA290.660_DECp18.260,data/tiles/tile_RA290.660_DECp18.260,XE452,0,0,0,missing survivors csv
tile_RA290.660_DECp19.260,data/tiles/tile_RA290.660_DECp19.260,XE452,0,0,0,missing survivors csv
tile_RA290.716_DECp11.261,data/tiles/tile_RA290.716_DECp11.261,XE512,0,0,0,missing survivors csv
tile_RA290.716_DECp12.261,data/tiles/tile_RA290.716_DECp12.261,XE512,1,1,0,
tile_RA290.716_DECp13.261,data/tiles/tile_RA290.716_DECp13.261,XE512,0,0,0,missing survivors csv
tile_RA290.775_DECp36.245,data/tiles/tile_RA290.775_DECp36.245,XE281,0,0,0,missing survivors csv
tile_RA290.781_DECp5.261,data/tiles/tile_RA290.781_DECp5.261,XE572,0,0,0,missing survivors csv
tile_RA290.781_DECp6.261,data/tiles/tile_RA290.781_DECp6.261,XE572,0,0,0,missing survivors csv
tile_RA290.781_DECp7.261,data/tiles/tile_RA290.781_DECp7.261,XE572,0,0,0,missing survivors csv
tile_RA290.855_DECm0.738,data/tiles/tile_RA290.855_DECm0.738,XE632,0,0,0,missing survivors csv
tile_RA290.855_DECp0.262,data/tiles/tile_RA290.855_DECp0.262,XE632,0,0,0,missing survivors csv
tile_RA290.855_DECp1.262,data/tiles/tile_RA290.855_DECp1.262,XE632,0,0,0,missing survivors csv
tile_RA290.941_DECm4.738,data/tiles/tile_RA290.941_DECm4.738,XE692,0,0,0,missing survivors csv
tile_RA290.941_DECm5.738,data/tiles/tile_RA290.941_DECm5.738,XE692,0,0,0,missing survivors csv
tile_RA290.941_DECm6.738,data/tiles/tile_RA290.941_DECm6.738,XE692,0,0,0,missing survivors csv
tile_RA290.980_DECp42.317,data/tiles/tile_RA290.980_DECp42.317,XE231,1,1,0,
tile_RA291.066_DECp66.223,data/tiles/tile_RA291.066_DECp66.223,XE072,3,3,0,
tile_RA291.066_DECp67.223,data/tiles/tile_RA291.066_DECp67.223,XE072,4,4,0,
tile_RA291.510_DECp47.270,data/tiles/tile_RA291.510_DECp47.270,XE183,1,1,0,
tile_RA291.510_DECp48.270,data/tiles/tile_RA291.510_DECp48.270,XE183,0,0,0,missing survivors csv
tile_RA291.510_DECp49.270,data/tiles/tile_RA291.510_DECp49.270,XE183,0,0,0,missing survivors csv
tile_RA291.609_DECp30.318,data/tiles/tile_RA291.609_DECp30.318,XE337,0,0,0,missing survivors csv
tile_RA291.713_DECp18.260,data/tiles/tile_RA291.713_DECp18.260,XE452,0,0,0,missing survivors csv
tile_RA291.739_DECp12.261,data/tiles/tile_RA291.739_DECp12.261,XE512,2,2,0,
tile_RA291.768_DECp71.259,data/tiles/tile_RA291.768_DECp71.259,XE045,0,0,0,missing survivors csv
tile_RA291.768_DECp72.259,data/tiles/tile_RA291.768_DECp72.259,XE045,3,3,0,
tile_RA291.768_DECp73.259,data/tiles/tile_RA291.768_DECp73.259,XE045,2,2,0,
tile_RA291.787_DECp6.261,data/tiles/tile_RA291.787_DECp6.261,XE572,0,0,0,missing survivors csv
tile_RA291.830_DECp24.319,data/tiles/tile_RA291.830_DECp24.319,XE393,16,16,0,
tile_RA291.855_DECp0.262,data/tiles/tile_RA291.855_DECp0.262,XE632,0,0,0,missing survivors csv
tile_RA291.912_DECp54.340,data/tiles/tile_RA291.912_DECp54.340,XE142,1,1,0,
tile_RA291.946_DECm5.738,data/tiles/tile_RA291.946_DECm5.738,XE692,0,0,0,missing survivors csv
tile_RA292.332_DECp41.317,data/tiles/tile_RA292.332_DECp41.317,XE231,2,2,0,
tile_RA292.332_DECp42.317,data/tiles/tile_RA292.332_DECp42.317,XE231,0,0,0,missing survivors csv
tile_RA292.332_DECp43.317,data/tiles/tile_RA292.332_DECp43.317,XE231,0,0,0,missing survivors csv
tile_RA292.489_DECp77.382,data/tiles/tile_RA292.489_DECp77.382,XE025,1,1,0,
tile_RA292.489_DECp78.382,data/tiles/tile_RA292.489_DECp78.382,XE025,1,1,0,
tile_RA292.489_DECp79.382,data/tiles/tile_RA292.489_DECp79.382,XE025,0,0,0,missing survivors csv
tile_RA292.489_DECp80.382,data/tiles/tile_RA292.489_DECp80.382,XE025,2,2,0,
tile_RA292.767_DECp29.318,data/tiles/tile_RA292.767_DECp29.318,XE337,0,0,0,missing survivors csv
tile_RA292.767_DECp30.318,data/tiles/tile_RA292.767_DECp30.318,XE337,0,0,0,missing survivors csv
tile_RA292.767_DECp31.318,data/tiles/tile_RA292.767_DECp31.318,XE337,0,0,0,missing survivors csv
tile_RA292.838_DECp36.337,data/tiles/tile_RA292.838_DECp36.337,XE282,0,0,0,missing survivors csv
tile_RA292.927_DECp23.319,data/tiles/tile_RA292.927_DECp23.319,XE393,0,0,0,missing survivors csv
tile_RA292.927_DECp24.319,data/tiles/tile_RA292.927_DECp24.319,XE393,0,0,0,missing survivors csv
tile_RA292.927_DECp25.319,data/tiles/tile_RA292.927_DECp25.319,XE393,0,0,0,missing survivors csv
tile_RA293.013_DECp48.270,data/tiles/tile_RA293.013_DECp48.270,XE183,0,0,0,missing survivors csv
tile_RA293.509_DECp18.339,data/tiles/tile_RA293.509_DECp18.339,XE453,0,0,0,missing survivors csv
tile_RA293.560_DECp60.370,data/tiles/tile_RA293.560_DECp60.370,XE105,13,13,0,
tile_RA293.628_DECp53.340,data/tiles/tile_RA293.628_DECp53.340,XE142,2,2,0,
tile_RA293.628_DECp54.340,data/tiles/tile_RA293.628_DECp54.340,XE142,0,0,0,missing survivors csv
tile_RA293.628_DECp55.340,data/tiles/tile_RA293.628_DECp55.340,XE142,0,0,0,missing survivors csv
tile_RA293.652_DECp12.339,data/tiles/tile_RA293.652_DECp12.339,XE513,0,0,0,missing survivors csv
tile_RA293.685_DECp40.317,data/tiles/tile_RA293.685_DECp40.317,XE231,1,1,0,
tile_RA293.685_DECp41.317,data/tiles/tile_RA293.685_DECp41.317,XE231,1,1,0,
tile_RA293.685_DECp42.317,data/tiles/tile_RA293.685_DECp42.317,XE231,0,0,0,missing survivors csv
tile_RA293.685_DECp43.317,data/tiles/tile_RA293.685_DECp43.317,XE231,0,0,0,missing survivors csv
tile_RA293.685_DECp44.317,data/tiles/tile_RA293.685_DECp44.317,XE231,1,1,0,
tile_RA293.766_DECp6.340,data/tiles/tile_RA293.766_DECp6.340,XE573,0,0,0,missing survivors csv
tile_RA293.855_DECp0.340,data/tiles/tile_RA293.855_DECp0.340,XE633,0,0,0,missing survivors csv
tile_RA293.922_DECm5.659,data/tiles/tile_RA293.922_DECm5.659,XE693,0,0,0,
tile_RA293.926_DECp28.318,data/tiles/tile_RA293.926_DECp28.318,XE337,2,2,0,
tile_RA293.926_DECp29.318,data/tiles/tile_RA293.926_DECp29.318,XE337,0,0,0,missing survivors csv
tile_RA293.926_DECp30.318,data/tiles/tile_RA293.926_DECp30.318,XE337,0,0,0,missing survivors csv
tile_RA293.926_DECp31.318,data/tiles/tile_RA293.926_DECp31.318,XE337,0,0,0,missing survivors csv
tile_RA293.926_DECp32.318,data/tiles/tile_RA293.926_DECp32.318,XE337,0,0,0,missing survivors csv
tile_RA294.024_DECp22.319,data/tiles/tile_RA294.024_DECp22.319,XE393,2,2,0,
tile_RA294.024_DECp23.319,data/tiles/tile_RA294.024_DECp23.319,XE393,0,0,0,missing survivors csv
tile_RA294.024_DECp24.319,data/tiles/tile_RA294.024_DECp24.319,XE393,0,0,0,missing survivors csv
tile_RA294.024_DECp25.319,data/tiles/tile_RA294.024_DECp25.319,XE393,0,0,0,missing survivors csv
tile_RA294.024_DECp26.319,data/tiles/tile_RA294.024_DECp26.319,XE393,1,1,0,
tile_RA294.079_DECp35.337,data/tiles/tile_RA294.079_DECp35.337,XE282,0,0,0,missing survivors csv
tile_RA294.079_DECp36.337,data/tiles/tile_RA294.079_DECp36.337,XE282,1,1,0,
tile_RA294.079_DECp37.337,data/tiles/tile_RA294.079_DECp37.337,XE282,2,2,0,
tile_RA294.264_DECp66.393,data/tiles/tile_RA294.264_DECp66.393,XE073,0,0,0,missing survivors csv
tile_RA294.264_DECp67.393,data/tiles/tile_RA294.264_DECp67.393,XE073,0,0,0,missing survivors csv
tile_RA294.563_DECp17.339,data/tiles/tile_RA294.563_DECp17.339,XE453,0,0,0,missing survivors csv
tile_RA294.563_DECp18.339,data/tiles/tile_RA294.563_DECp18.339,XE453,0,0,0,missing survivors csv
tile_RA294.563_DECp19.339,data/tiles/tile_RA294.563_DECp19.339,XE453,0,0,0,missing survivors csv
tile_RA294.675_DECp11.339,data/tiles/tile_RA294.675_DECp11.339,XE513,0,0,0,missing survivors csv
tile_RA294.675_DECp12.339,data/tiles/tile_RA294.675_DECp12.339,XE513,0,0,0,missing survivors csv
tile_RA294.675_DECp13.339,data/tiles/tile_RA294.675_DECp13.339,XE513,0,0,0,missing survivors csv
tile_RA294.772_DECp5.340,data/tiles/tile_RA294.772_DECp5.340,XE573,0,0,0,missing survivors csv
tile_RA294.772_DECp6.340,data/tiles/tile_RA294.772_DECp6.340,XE573,0,0,0,missing survivors csv
tile_RA294.772_DECp7.340,data/tiles/tile_RA294.772_DECp7.340,XE573,0,0,0,missing survivors csv
tile_RA294.814_DECp82.372,data/tiles/tile_RA294.814_DECp82.372,XE010,1,1,0,
tile_RA294.814_DECp83.372,data/tiles/tile_RA294.814_DECp83.372,XE010,2,2,0,
tile_RA294.814_DECp84.372,data/tiles/tile_RA294.814_DECp84.372,XE010,2,2,0,
tile_RA294.814_DECp85.372,data/tiles/tile_RA294.814_DECp85.372,XE010,0,0,0,missing survivors csv
tile_RA294.814_DECp86.372,data/tiles/tile_RA294.814_DECp86.372,XE010,2,2,0,
tile_RA294.855_DECm0.660,data/tiles/tile_RA294.855_DECm0.660,XE633,0,0,0,missing survivors csv
tile_RA294.855_DECp0.340,data/tiles/tile_RA294.855_DECp0.340,XE633,0,0,0,missing survivors csv
tile_RA294.855_DECp1.340,data/tiles/tile_RA294.855_DECp1.340,XE633,0,0,0,missing survivors csv
tile_RA294.927_DECm4.659,data/tiles/tile_RA294.927_DECm4.659,XE693,0,0,0,missing survivors csv
tile_RA294.927_DECm5.659,data/tiles/tile_RA294.927_DECm5.659,XE693,0,0,0,missing survivors csv
tile_RA294.927_DECm6.659,data/tiles/tile_RA294.927_DECm6.659,XE693,0,0,0,missing survivors csv
tile_RA295.037_DECp41.317,data/tiles/tile_RA295.037_DECp41.317,XE231,0,0,0,missing survivors csv
tile_RA295.037_DECp42.317,data/tiles/tile_RA295.037_DECp42.317,XE231,0,0,0,missing survivors csv
tile_RA295.037_DECp43.317,data/tiles/tile_RA295.037_DECp43.317,XE231,0,0,0,missing survivors csv
tile_RA295.049_DECp72.259,data/tiles/tile_RA295.049_DECp72.259,XE045,4,4,0,
tile_RA295.049_DECp73.259,data/tiles/tile_RA295.049_DECp73.259,XE045,2,2,0,
tile_RA295.084_DECp29.318,data/tiles/tile_RA295.084_DECp29.318,XE337,0,0,0,missing survivors csv
tile_RA295.084_DECp30.318,data/tiles/tile_RA295.084_DECp30.318,XE337,0,0,0,missing survivors csv
tile_RA295.084_DECp31.318,data/tiles/tile_RA295.084_DECp31.318,XE337,0,0,0,missing survivors csv
tile_RA295.122_DECp23.319,data/tiles/tile_RA295.122_DECp23.319,XE393,0,0,0,missing survivors csv
tile_RA295.122_DECp24.319,data/tiles/tile_RA295.122_DECp24.319,XE393,0,0,0,missing survivors csv
tile_RA295.122_DECp25.319,data/tiles/tile_RA295.122_DECp25.319,XE393,0,0,0,missing survivors csv
tile_RA295.321_DECp34.337,data/tiles/tile_RA295.321_DECp34.337,XE282,0,0,0,missing survivors csv
tile_RA295.321_DECp35.337,data/tiles/tile_RA295.321_DECp35.337,XE282,0,0,0,missing survivors csv
tile_RA295.321_DECp36.337,data/tiles/tile_RA295.321_DECp36.337,XE282,1,1,0,
tile_RA295.321_DECp37.337,data/tiles/tile_RA295.321_DECp37.337,XE282,0,0,0,missing survivors csv
tile_RA295.321_DECp38.337,data/tiles/tile_RA295.321_DECp38.337,XE282,0,0,0,missing survivors csv
tile_RA295.343_DECp52.340,data/tiles/tile_RA295.343_DECp52.340,XE142,2,2,0,
tile_RA295.343_DECp53.340,data/tiles/tile_RA295.343_DECp53.340,XE142,0,0,0,missing survivors csv
tile_RA295.343_DECp54.340,data/tiles/tile_RA295.343_DECp54.340,XE142,0,0,0,missing survivors csv
tile_RA295.343_DECp55.340,data/tiles/tile_RA295.343_DECp55.340,XE142,1,1,0,
tile_RA295.343_DECp56.340,data/tiles/tile_RA295.343_DECp56.340,XE142,0,0,0,missing survivors csv
tile_RA295.549_DECp48.379,data/tiles/tile_RA295.549_DECp48.379,XE184,0,0,0,missing survivors csv
tile_RA295.582_DECp59.370,data/tiles/tile_RA295.582_DECp59.370,XE105,12,12,0,
tile_RA295.582_DECp60.370,data/tiles/tile_RA295.582_DECp60.370,XE105,1,1,0,
tile_RA295.582_DECp61.370,data/tiles/tile_RA295.582_DECp61.370,XE105,7,7,0,
tile_RA295.616_DECp16.339,data/tiles/tile_RA295.616_DECp16.339,XE453,0,0,0,missing survivors csv
tile_RA295.616_DECp17.339,data/tiles/tile_RA295.616_DECp17.339,XE453,1,1,0,
tile_RA295.616_DECp18.339,data/tiles/tile_RA295.616_DECp18.339,XE453,0,0,0,missing survivors csv
tile_RA295.616_DECp19.339,data/tiles/tile_RA295.616_DECp19.339,XE453,0,0,0,missing survivors csv
tile_RA295.616_DECp20.339,data/tiles/tile_RA295.616_DECp20.339,XE453,0,0,0,missing survivors csv
tile_RA295.699_DECp10.339,data/tiles/tile_RA295.699_DECp10.339,XE513,0,0,0,missing survivors csv
tile_RA295.699_DECp11.339,data/tiles/tile_RA295.699_DECp11.339,XE513,0,0,0,missing survivors csv
tile_RA295.699_DECp12.339,data/tiles/tile_RA295.699_DECp12.339,XE513,3,3,0,
tile_RA295.699_DECp13.339,data/tiles/tile_RA295.699_DECp13.339,XE513,2,2,0,
tile_RA295.699_DECp14.339,data/tiles/tile_RA295.699_DECp14.339,XE513,0,0,0,missing survivors csv
tile_RA295.778_DECp4.340,data/tiles/tile_RA295.778_DECp4.340,XE573,0,0,0,missing survivors csv
tile_RA295.778_DECp5.340,data/tiles/tile_RA295.778_DECp5.340,XE573,0,0,0,missing survivors csv
tile_RA295.778_DECp6.340,data/tiles/tile_RA295.778_DECp6.340,XE573,0,0,0,missing survivors csv
tile_RA295.778_DECp7.340,data/tiles/tile_RA295.778_DECp7.340,XE573,0,0,0,missing survivors csv
tile_RA295.778_DECp8.340,data/tiles/tile_RA295.778_DECp8.340,XE573,0,0,0,missing survivors csv
tile_RA295.855_DECm0.660,data/tiles/tile_RA295.855_DECm0.660,XE633,0,0,0,missing survivors csv
tile_RA295.855_DECm1.660,data/tiles/tile_RA295.855_DECm1.660,XE633,0,0,0,missing survivors csv
tile_RA295.855_DECp0.340,data/tiles/tile_RA295.855_DECp0.340,XE633,0,0,0,missing survivors csv
tile_RA295.855_DECp1.340,data/tiles/tile_RA295.855_DECp1.340,XE633,0,0,0,missing survivors csv
tile_RA295.855_DECp2.340,data/tiles/tile_RA295.855_DECp2.340,XE633,1,1,0,
tile_RA295.932_DECm3.659,data/tiles/tile_RA295.932_DECm3.659,XE693,0,0,0,missing survivors csv
tile_RA295.932_DECm4.659,data/tiles/tile_RA295.932_DECm4.659,XE693,0,0,0,missing survivors csv
tile_RA295.932_DECm5.659,data/tiles/tile_RA295.932_DECm5.659,XE693,2,2,0,
tile_RA295.932_DECm6.659,data/tiles/tile_RA295.932_DECm6.659,XE693,0,0,0,missing survivors csv
tile_RA295.932_DECm7.659,data/tiles/tile_RA295.932_DECm7.659,XE693,0,0,0,missing survivors csv
tile_RA296.219_DECp24.319,data/tiles/tile_RA296.219_DECp24.319,XE393,0,0,0,missing survivors csv
tile_RA296.243_DECp30.318,data/tiles/tile_RA296.243_DECp30.318,XE337,0,0,0,missing survivors csv
tile_RA296.389_DECp42.317,data/tiles/tile_RA296.389_DECp42.317,XE231,0,0,0,missing survivors csv
tile_RA296.562_DECp35.337,data/tiles/tile_RA296.562_DECp35.337,XE282,0,0,0,missing survivors csv
tile_RA296.562_DECp36.337,data/tiles/tile_RA296.562_DECp36.337,XE282,0,0,0,missing survivors csv
tile_RA296.562_DECp37.337,data/tiles/tile_RA296.562_DECp37.337,XE282,1,1,0,
tile_RA296.670_DECp17.339,data/tiles/tile_RA296.670_DECp17.339,XE453,0,0,0,missing survivors csv
tile_RA296.670_DECp18.339,data/tiles/tile_RA296.670_DECp18.339,XE453,0,0,0,missing survivors csv
tile_RA296.670_DECp19.339,data/tiles/tile_RA296.670_DECp19.339,XE453,0,0,0,missing survivors csv
tile_RA296.723_DECp11.339,data/tiles/tile_RA296.723_DECp11.339,XE513,0,0,0,missing survivors csv
tile_RA296.723_DECp12.339,data/tiles/tile_RA296.723_DECp12.339,XE513,0,0,0,missing survivors csv
tile_RA296.723_DECp13.339,data/tiles/tile_RA296.723_DECp13.339,XE513,0,0,0,missing survivors csv
tile_RA296.761_DECp65.393,data/tiles/tile_RA296.761_DECp65.393,XE073,0,0,0,missing survivors csv
tile_RA296.761_DECp66.393,data/tiles/tile_RA296.761_DECp66.393,XE073,0,0,0,missing survivors csv
tile_RA296.761_DECp67.393,data/tiles/tile_RA296.761_DECp67.393,XE073,1,1,0,
tile_RA296.784_DECp5.340,data/tiles/tile_RA296.784_DECp5.340,XE573,0,0,0,missing survivors csv
tile_RA296.784_DECp6.340,data/tiles/tile_RA296.784_DECp6.340,XE573,0,0,0,missing survivors csv
tile_RA296.784_DECp7.340,data/tiles/tile_RA296.784_DECp7.340,XE573,0,0,0,missing survivors csv
tile_RA296.855_DECm0.660,data/tiles/tile_RA296.855_DECm0.660,XE633,0,0,0,missing survivors csv
tile_RA296.855_DECp0.340,data/tiles/tile_RA296.855_DECp0.340,XE633,1,1,0,
tile_RA296.855_DECp1.340,data/tiles/tile_RA296.855_DECp1.340,XE633,1,1,0,
tile_RA296.937_DECm4.659,data/tiles/tile_RA296.937_DECm4.659,XE693,0,0,0,missing survivors csv
tile_RA296.937_DECm5.659,data/tiles/tile_RA296.937_DECm5.659,XE693,1,1,0,
tile_RA296.937_DECm6.659,data/tiles/tile_RA296.937_DECm6.659,XE693,0,0,0,missing survivors csv
tile_RA297.055_DECp47.379,data/tiles/tile_RA297.055_DECp47.379,XE184,1,1,0,
tile_RA297.055_DECp48.379,data/tiles/tile_RA297.055_DECp48.379,XE184,1,1,0,
tile_RA297.055_DECp49.379,data/tiles/tile_RA297.055_DECp49.379,XE184,1,1,0,
tile_RA297.058_DECp53.340,data/tiles/tile_RA297.058_DECp53.340,XE142,0,0,0,missing survivors csv
tile_RA297.058_DECp54.340,data/tiles/tile_RA297.058_DECp54.340,XE142,1,1,0,
tile_RA297.058_DECp55.340,data/tiles/tile_RA297.058_DECp55.340,XE142,0,0,0,missing survivors csv
tile_RA297.455_DECp76.382,data/tiles/tile_RA297.455_DECp76.382,XE025,3,3,0,
tile_RA297.455_DECp77.382,data/tiles/tile_RA297.455_DECp77.382,XE025,1,1,0,
tile_RA297.455_DECp78.382,data/tiles/tile_RA297.455_DECp78.382,XE025,0,0,0,missing survivors csv
tile_RA297.455_DECp79.382,data/tiles/tile_RA297.455_DECp79.382,XE025,2,2,0,
tile_RA297.455_DECp80.382,data/tiles/tile_RA297.455_DECp80.382,XE025,1,1,0,
tile_RA297.605_DECp58.370,data/tiles/tile_RA297.605_DECp58.370,XE105,4,4,0,
tile_RA297.605_DECp59.370,data/tiles/tile_RA297.605_DECp59.370,XE105,7,7,0,
tile_RA297.605_DECp60.370,data/tiles/tile_RA297.605_DECp60.370,XE105,4,4,0,
tile_RA297.605_DECp61.370,data/tiles/tile_RA297.605_DECp61.370,XE105,3,3,0,
tile_RA297.605_DECp62.370,data/tiles/tile_RA297.605_DECp62.370,XE105,4,4,0,
tile_RA297.723_DECp18.339,data/tiles/tile_RA297.723_DECp18.339,XE453,0,0,0,missing survivors csv
tile_RA297.746_DECp12.339,data/tiles/tile_RA297.746_DECp12.339,XE513,0,0,0,missing survivors csv
tile_RA297.790_DECp6.340,data/tiles/tile_RA297.790_DECp6.340,XE573,0,0,0,missing survivors csv
tile_RA297.803_DECp36.337,data/tiles/tile_RA297.803_DECp36.337,XE282,0,0,0,missing survivors csv
tile_RA297.855_DECp0.340,data/tiles/tile_RA297.855_DECp0.340,XE633,1,1,0,
tile_RA297.941_DECm5.659,data/tiles/tile_RA297.941_DECm5.659,XE693,0,0,0,missing survivors csv
tile_RA298.130_DECp30.400,data/tiles/tile_RA298.130_DECp30.400,XE338,0,0,0,missing survivors csv
tile_RA298.346_DECp24.401,data/tiles/tile_RA298.346_DECp24.401,XE394,0,0,0,missing survivors csv
tile_RA298.518_DECp42.411,data/tiles/tile_RA298.518_DECp42.411,XE232,2,2,0,
tile_RA298.560_DECp46.379,data/tiles/tile_RA298.560_DECp46.379,XE184,2,2,0,
tile_RA298.560_DECp47.379,data/tiles/tile_RA298.560_DECp47.379,XE184,0,0,0,missing survivors csv
