tile_id,tile_path,plate_id,rows_in_tile_filtered_csv,rows_emitted_to_S0,skipped_delta,notes
tile_RA104.953_DECp35.775,data/tiles/tile_RA104.953_DECp35.775,XE255,2,2,0,
tile_RA104.988_DECp2.705,data/tiles/tile_RA104.988_DECp2.705,XE541,1,1,0,
tile_RA105.044_DECp10.818,data/tiles/tile_RA105.044_DECp10.818,XE481,1,1,0,
tile_RA105.044_DECp11.818,data/tiles/tile_RA105.044_DECp11.818,XE481,1,1,0,
tile_RA105.044_DECp12.818,data/tiles/tile_RA105.044_DECp12.818,XE481,0,0,0,missing survivors csv
tile_RA105.109_DECp22.790,data/tiles/tile_RA105.109_DECp22.790,XE364,0,0,0,
tile_RA105.109_DECp23.790,data/tiles/tile_RA105.109_DECp23.790,XE364,0,0,0,missing survivors csv
tile_RA105.109_DECp24.790,data/tiles/tile_RA105.109_DECp24.790,XE364,0,0,0,missing survivors csv
tile_RA105.153_DECp28.789,data/tiles/tile_RA105.153_DECp28.789,XE308,1,1,0,
tile_RA105.153_DECp29.789,data/tiles/tile_RA105.153_DECp29.789,XE308,4,4,0,
tile_RA105.153_DECp30.789,data/tiles/tile_RA105.153_DECp30.789,XE308,0,0,0,missing survivors csv
tile_RA105.155_DECp64.780,data/tiles/tile_RA105.155_DECp64.780,XE058,5,5,0,
tile_RA105.155_DECp65.780,data/tiles/tile_RA105.155_DECp65.780,XE058,2,2,0,
tile_RA105.155_DECp66.780,data/tiles/tile_RA105.155_DECp66.780,XE058,0,0,0,missing survivors csv
tile_RA105.161_DECp16.818,data/tiles/tile_RA105.161_DECp16.818,XE421,0,0,0,missing survivors csv
tile_RA105.161_DECp17.818,data/tiles/tile_RA105.161_DECp17.818,XE421,0,0,0,missing survivors csv
tile_RA105.161_DECp18.818,data/tiles/tile_RA105.161_DECp18.818,XE421,0,0,0,missing survivors csv
tile_RA105.728_DECp52.778,data/tiles/tile_RA105.728_DECp52.778,XE122,2,2,0,
tile_RA105.728_DECp53.778,data/tiles/tile_RA105.728_DECp53.778,XE122,1,1,0,
tile_RA105.728_DECp54.778,data/tiles/tile_RA105.728_DECp54.778,XE122,0,0,0,missing survivors csv
tile_RA105.785_DECm6.180,data/tiles/tile_RA105.785_DECm6.180,XE661,1,1,0,
tile_RA105.856_DECm0.181,data/tiles/tile_RA105.856_DECm0.181,XE601,0,0,0,missing survivors csv
tile_RA105.990_DECp1.705,data/tiles/tile_RA105.990_DECp1.705,XE541,1,1,0,
tile_RA105.990_DECp2.705,data/tiles/tile_RA105.990_DECp2.705,XE541,2,2,0,
tile_RA105.990_DECp3.705,data/tiles/tile_RA105.990_DECp3.705,XE541,2,2,0,
tile_RA106.066_DECp11.818,data/tiles/tile_RA106.066_DECp11.818,XE481,0,0,0,missing survivors csv
tile_RA106.172_DECp40.731,data/tiles/tile_RA106.172_DECp40.731,XE206,2,2,0,
tile_RA106.172_DECp41.731,data/tiles/tile_RA106.172_DECp41.731,XE206,1,1,0,
tile_RA106.172_DECp42.731,data/tiles/tile_RA106.172_DECp42.731,XE206,1,1,0,
tile_RA106.185_DECp34.775,data/tiles/tile_RA106.185_DECp34.775,XE255,1,1,0,
tile_RA106.185_DECp35.775,data/tiles/tile_RA106.185_DECp35.775,XE255,0,0,0,missing survivors csv
tile_RA106.185_DECp36.775,data/tiles/tile_RA106.185_DECp36.775,XE255,1,1,0,
tile_RA106.202_DECp21.790,data/tiles/tile_RA106.202_DECp21.790,XE364,2,2,0,
tile_RA106.202_DECp22.790,data/tiles/tile_RA106.202_DECp22.790,XE364,0,0,0,missing survivors csv
tile_RA106.202_DECp23.790,data/tiles/tile_RA106.202_DECp23.790,XE364,1,1,0,
tile_RA106.202_DECp24.790,data/tiles/tile_RA106.202_DECp24.790,XE364,0,0,0,missing survivors csv
tile_RA106.202_DECp25.790,data/tiles/tile_RA106.202_DECp25.790,XE364,0,0,0,missing survivors csv
tile_RA106.209_DECp59.851,data/tiles/tile_RA106.209_DECp59.851,XE087,3,3,0,
tile_RA106.212_DECp17.818,data/tiles/tile_RA106.212_DECp17.818,XE421,1,1,0,
tile_RA106.215_DECp46.813,data/tiles/tile_RA106.215_DECp46.813,XE161,3,3,0,
tile_RA106.215_DECp47.813,data/tiles/tile_RA106.215_DECp47.813,XE161,0,0,0,missing survivors csv
tile_RA106.215_DECp48.813,data/tiles/tile_RA106.215_DECp48.813,XE161,1,1,0,
tile_RA106.252_DECp69.803,data/tiles/tile_RA106.252_DECp69.803,XE034,0,0,0,missing survivors csv
tile_RA106.252_DECp70.803,data/tiles/tile_RA106.252_DECp70.803,XE034,0,0,0,missing survivors csv
tile_RA106.252_DECp71.803,data/tiles/tile_RA106.252_DECp71.803,XE034,1,1,0,
tile_RA106.252_DECp72.803,data/tiles/tile_RA106.252_DECp72.803,XE034,1,1,0,
tile_RA106.252_DECp73.803,data/tiles/tile_RA106.252_DECp73.803,XE034,0,0,0,missing survivors csv
tile_RA106.305_DECp27.789,data/tiles/tile_RA106.305_DECp27.789,XE308,1,1,0,
tile_RA106.305_DECp28.789,data/tiles/tile_RA106.305_DECp28.789,XE308,1,1,0,
tile_RA106.305_DECp29.789,data/tiles/tile_RA106.305_DECp29.789,XE308,0,0,0,missing survivors csv
tile_RA106.305_DECp30.789,data/tiles/tile_RA106.305_DECp30.789,XE308,0,0,0,missing survivors csv
tile_RA106.305_DECp31.789,data/tiles/tile_RA106.305_DECp31.789,XE308,2,2,0,
tile_RA106.991_DECp0.705,data/tiles/tile_RA106.991_DECp0.705,XE541,2,2,0,
tile_RA106.991_DECp1.705,data/tiles/tile_RA106.991_DECp1.705,XE541,4,4,0,
tile_RA106.991_DECp2.705,data/tiles/tile_RA106.991_DECp2.705,XE541,6,6,0,
tile_RA106.991_DECp3.705,data/tiles/tile_RA106.991_DECp3.705,XE541,1,1,0,
tile_RA106.991_DECp4.705,data/tiles/tile_RA106.991_DECp4.705,XE541,0,0,0,missing survivors csv
tile_RA107.197_DECp77.932,data/tiles/tile_RA107.197_DECp77.932,XE016,2,2,0,
tile_RA107.197_DECp78.932,data/tiles/tile_RA107.197_DECp78.932,XE016,0,0,0,missing survivors csv
tile_RA107.295_DECp22.790,data/tiles/tile_RA107.295_DECp22.790,XE364,0,0,0,missing survivors csv
tile_RA107.295_DECp23.790,data/tiles/tile_RA107.295_DECp23.790,XE364,1,1,0,
tile_RA107.295_DECp24.790,data/tiles/tile_RA107.295_DECp24.790,XE364,0,0,0,missing survivors csv
tile_RA107.418_DECp33.775,data/tiles/tile_RA107.418_DECp33.775,XE255,2,2,0,
tile_RA107.418_DECp34.775,data/tiles/tile_RA107.418_DECp34.775,XE255,0,0,0,
tile_RA107.418_DECp35.775,data/tiles/tile_RA107.418_DECp35.775,XE255,1,1,0,
tile_RA107.418_DECp36.775,data/tiles/tile_RA107.418_DECp36.775,XE255,2,2,0,
tile_RA107.418_DECp37.775,data/tiles/tile_RA107.418_DECp37.775,XE255,1,1,0,
tile_RA107.421_DECp51.778,data/tiles/tile_RA107.421_DECp51.778,XE122,5,5,0,
tile_RA107.421_DECp52.778,data/tiles/tile_RA107.421_DECp52.778,XE122,0,0,0,missing survivors csv
tile_RA107.421_DECp53.778,data/tiles/tile_RA107.421_DECp53.778,XE122,2,2,0,
tile_RA107.421_DECp54.778,data/tiles/tile_RA107.421_DECp54.778,XE122,2,2,0,
tile_RA107.421_DECp55.778,data/tiles/tile_RA107.421_DECp55.778,XE122,0,0,0,missing survivors csv
tile_RA107.457_DECp28.789,data/tiles/tile_RA107.457_DECp28.789,XE308,0,0,0,missing survivors csv
tile_RA107.457_DECp29.789,data/tiles/tile_RA107.457_DECp29.789,XE308,4,4,0,
tile_RA107.457_DECp30.789,data/tiles/tile_RA107.457_DECp30.789,XE308,2,2,0,
tile_RA107.512_DECp39.731,data/tiles/tile_RA107.512_DECp39.731,XE206,1,1,0,
tile_RA107.512_DECp40.731,data/tiles/tile_RA107.512_DECp40.731,XE206,1,1,0,
tile_RA107.512_DECp41.731,data/tiles/tile_RA107.512_DECp41.731,XE206,1,1,0,
tile_RA107.512_DECp42.731,data/tiles/tile_RA107.512_DECp42.731,XE206,1,1,0,
tile_RA107.512_DECp43.731,data/tiles/tile_RA107.512_DECp43.731,XE206,0,0,0,missing survivors csv
tile_RA107.593_DECp63.780,data/tiles/tile_RA107.593_DECp63.780,XE058,1,1,0,
tile_RA107.593_DECp64.780,data/tiles/tile_RA107.593_DECp64.780,XE058,2,2,0,
tile_RA107.593_DECp65.780,data/tiles/tile_RA107.593_DECp65.780,XE058,2,2,0,
tile_RA107.593_DECp66.780,data/tiles/tile_RA107.593_DECp66.780,XE058,0,0,0,missing survivors csv
tile_RA107.593_DECp67.780,data/tiles/tile_RA107.593_DECp67.780,XE058,1,1,0,
tile_RA107.704_DECp47.813,data/tiles/tile_RA107.704_DECp47.813,XE161,1,1,0,
tile_RA107.763_DECm6.261,data/tiles/tile_RA107.763_DECm6.261,XE662,6,6,0,
tile_RA107.855_DECm0.262,data/tiles/tile_RA107.855_DECm0.262,XE602,2,2,0,
tile_RA107.925_DECp5.738,data/tiles/tile_RA107.925_DECp5.738,XE542,0,0,0,missing survivors csv
tile_RA107.974_DECp11.737,data/tiles/tile_RA107.974_DECp11.737,XE482,2,2,0,
tile_RA107.992_DECp1.705,data/tiles/tile_RA107.992_DECp1.705,XE541,2,2,0,
tile_RA107.992_DECp2.705,data/tiles/tile_RA107.992_DECp2.705,XE541,2,2,0,
tile_RA107.992_DECp3.705,data/tiles/tile_RA107.992_DECp3.705,XE541,0,0,0,missing survivors csv
tile_RA108.003_DECp17.736,data/tiles/tile_RA108.003_DECp17.736,XE422,0,0,0,missing survivors csv
tile_RA108.388_DECp23.790,data/tiles/tile_RA108.388_DECp23.790,XE364,2,2,0,
tile_RA108.609_DECp29.789,data/tiles/tile_RA108.609_DECp29.789,XE308,1,1,0,
tile_RA108.650_DECp34.775,data/tiles/tile_RA108.650_DECp34.775,XE255,0,0,0,missing survivors csv
tile_RA108.650_DECp35.775,data/tiles/tile_RA108.650_DECp35.775,XE255,0,0,0,
tile_RA108.650_DECp36.775,data/tiles/tile_RA108.650_DECp36.775,XE255,0,0,0,
tile_RA108.769_DECm5.261,data/tiles/tile_RA108.769_DECm5.261,XE662,0,0,0,missing survivors csv
tile_RA108.769_DECm6.261,data/tiles/tile_RA108.769_DECm6.261,XE662,2,2,0,
tile_RA108.769_DECm7.261,data/tiles/tile_RA108.769_DECm7.261,XE662,1,1,0,
tile_RA108.852_DECp40.731,data/tiles/tile_RA108.852_DECp40.731,XE206,0,0,0,missing survivors csv
tile_RA108.852_DECp41.731,data/tiles/tile_RA108.852_DECp41.731,XE206,0,0,0,missing survivors csv
tile_RA108.852_DECp42.731,data/tiles/tile_RA108.852_DECp42.731,XE206,0,0,0,missing survivors csv
tile_RA108.855_DECm0.262,data/tiles/tile_RA108.855_DECm0.262,XE602,2,2,0,
tile_RA108.855_DECm1.262,data/tiles/tile_RA108.855_DECm1.262,XE602,3,3,0,
tile_RA108.855_DECp0.738,data/tiles/tile_RA108.855_DECp0.738,XE602,0,0,0,missing survivors csv
tile_RA108.930_DECp4.738,data/tiles/tile_RA108.930_DECp4.738,XE542,0,0,0,missing survivors csv
tile_RA108.930_DECp5.738,data/tiles/tile_RA108.930_DECp5.738,XE542,0,0,0,missing survivors csv
tile_RA108.930_DECp6.738,data/tiles/tile_RA108.930_DECp6.738,XE542,0,0,0,missing survivors csv
tile_RA108.993_DECp2.705,data/tiles/tile_RA108.993_DECp2.705,XE541,2,2,0,
tile_RA108.996_DECp10.737,data/tiles/tile_RA108.996_DECp10.737,XE482,2,2,0,
tile_RA108.996_DECp11.737,data/tiles/tile_RA108.996_DECp11.737,XE482,1,1,0,
tile_RA108.996_DECp12.737,data/tiles/tile_RA108.996_DECp12.737,XE482,0,0,0,missing survivors csv
tile_RA109.053_DECp16.736,data/tiles/tile_RA109.053_DECp16.736,XE422,1,1,0,
tile_RA109.053_DECp17.736,data/tiles/tile_RA109.053_DECp17.736,XE422,0,0,0,missing survivors csv
tile_RA109.053_DECp18.736,data/tiles/tile_RA109.053_DECp18.736,XE422,2,2,0,
tile_RA109.113_DECp52.778,data/tiles/tile_RA109.113_DECp52.778,XE122,1,1,0,
tile_RA109.113_DECp53.778,data/tiles/tile_RA109.113_DECp53.778,XE122,0,0,0,missing survivors csv
tile_RA109.113_DECp54.778,data/tiles/tile_RA109.113_DECp54.778,XE122,0,0,0,missing survivors csv
tile_RA109.185_DECp59.703,data/tiles/tile_RA109.185_DECp59.703,XE088,4,4,0,
tile_RA109.455_DECp70.803,data/tiles/tile_RA109.455_DECp70.803,XE034,0,0,0,missing survivors csv
tile_RA109.455_DECp71.803,data/tiles/tile_RA109.455_DECp71.803,XE034,1,1,0,
tile_RA109.455_DECp72.803,data/tiles/tile_RA109.455_DECp72.803,XE034,0,0,0,missing survivors csv
tile_RA109.775_DECm4.261,data/tiles/tile_RA109.775_DECm4.261,XE662,0,0,0,missing survivors csv
tile_RA109.775_DECm5.261,data/tiles/tile_RA109.775_DECm5.261,XE662,0,0,0,missing survivors csv
tile_RA109.775_DECm6.261,data/tiles/tile_RA109.775_DECm6.261,XE662,0,0,0,missing survivors csv
tile_RA109.775_DECm7.261,data/tiles/tile_RA109.775_DECm7.261,XE662,0,0,0,missing survivors csv
tile_RA109.775_DECm8.261,data/tiles/tile_RA109.775_DECm8.261,XE662,2,2,0,
tile_RA109.855_DECm0.262,data/tiles/tile_RA109.855_DECm0.262,XE602,0,0,0,missing survivors csv
tile_RA109.855_DECm1.262,data/tiles/tile_RA109.855_DECm1.262,XE602,0,0,0,missing survivors csv
tile_RA109.855_DECm2.262,data/tiles/tile_RA109.855_DECm2.262,XE602,3,3,0,
tile_RA109.855_DECp0.738,data/tiles/tile_RA109.855_DECp0.738,XE602,1,1,0,
tile_RA109.855_DECp1.738,data/tiles/tile_RA109.855_DECp1.738,XE602,0,0,0,missing survivors csv
tile_RA109.883_DECp35.775,data/tiles/tile_RA109.883_DECp35.775,XE255,0,0,0,missing survivors csv
tile_RA109.935_DECp3.738,data/tiles/tile_RA109.935_DECp3.738,XE542,0,0,0,missing survivors csv
tile_RA109.935_DECp4.738,data/tiles/tile_RA109.935_DECp4.738,XE542,0,0,0,missing survivors csv
tile_RA109.935_DECp5.738,data/tiles/tile_RA109.935_DECp5.738,XE542,0,0,0,missing survivors csv
tile_RA109.935_DECp6.738,data/tiles/tile_RA109.935_DECp6.738,XE542,0,0,0,missing survivors csv
tile_RA109.935_DECp7.738,data/tiles/tile_RA109.935_DECp7.738,XE542,0,0,0,missing survivors csv
tile_RA11.105_DECp59.789,data/tiles/tile_RA11.105_DECp59.789,XE079,0,0,0,missing survivors csv
tile_RA11.105_DECp60.789,data/tiles/tile_RA11.105_DECp60.789,XE079,0,0,0,missing survivors csv
tile_RA11.105_DECp61.789,data/tiles/tile_RA11.105_DECp61.789,XE079,1,1,0,
tile_RA11.437_DECp36.799,data/tiles/tile_RA11.437_DECp36.799,XE241,1,1,0,
tile_RA11.563_DECp52.794,data/tiles/tile_RA11.563_DECp52.794,XE112,1,1,0,
tile_RA11.563_DECp53.794,data/tiles/tile_RA11.563_DECp53.794,XE112,2,2,0,
tile_RA11.563_DECp54.794,data/tiles/tile_RA11.563_DECp54.794,XE112,0,0,0,missing survivors csv
tile_RA11.563_DECp55.794,data/tiles/tile_RA11.563_DECp55.794,XE112,0,0,0,missing survivors csv
tile_RA11.563_DECp56.794,data/tiles/tile_RA11.563_DECp56.794,XE112,1,1,0,
tile_RA11.789_DECm11.233,data/tiles/tile_RA11.789_DECm11.233,XE706,1,1,0,
tile_RA11.805_DECp18.787,data/tiles/tile_RA11.805_DECp18.787,XE406,0,0,0,missing survivors csv
tile_RA11.831_DECm5.213,data/tiles/tile_RA11.831_DECm5.213,XE646,5,5,0,
tile_RA11.846_DECp12.787,data/tiles/tile_RA11.846_DECp12.787,XE466,1,1,0,
tile_RA11.858_DECp0.787,data/tiles/tile_RA11.858_DECp0.787,XE586,5,5,0,
tile_RA11.863_DECp6.787,data/tiles/tile_RA11.863_DECp6.787,XE526,1,1,0,
tile_RA110.017_DECp10.737,data/tiles/tile_RA110.017_DECp10.737,XE482,2,2,0,
tile_RA110.017_DECp11.737,data/tiles/tile_RA110.017_DECp11.737,XE482,4,4,0,
tile_RA110.017_DECp12.737,data/tiles/tile_RA110.017_DECp12.737,XE482,3,3,0,
tile_RA110.017_DECp13.737,data/tiles/tile_RA110.017_DECp13.737,XE482,1,1,0,
tile_RA110.017_DECp9.737,data/tiles/tile_RA110.017_DECp9.737,XE482,1,1,0,
tile_RA110.030_DECp64.780,data/tiles/tile_RA110.030_DECp64.780,XE058,1,1,0,
tile_RA110.030_DECp65.780,data/tiles/tile_RA110.030_DECp65.780,XE058,0,0,0,missing survivors csv
tile_RA110.030_DECp66.780,data/tiles/tile_RA110.030_DECp66.780,XE058,2,2,0,
tile_RA110.103_DECp15.736,data/tiles/tile_RA110.103_DECp15.736,XE422,1,1,0,
tile_RA110.103_DECp16.736,data/tiles/tile_RA110.103_DECp16.736,XE422,0,0,0,
tile_RA110.103_DECp17.736,data/tiles/tile_RA110.103_DECp17.736,XE422,1,1,0,
tile_RA110.103_DECp18.736,data/tiles/tile_RA110.103_DECp18.736,XE422,0,0,0,missing survivors csv
tile_RA110.103_DECp19.736,data/tiles/tile_RA110.103_DECp19.736,XE422,0,0,0,missing survivors csv
tile_RA110.192_DECp41.731,data/tiles/tile_RA110.192_DECp41.731,XE206,1,1,0,
tile_RA110.213_DECp47.700,data/tiles/tile_RA110.213_DECp47.700,XE162,2,2,0,
tile_RA110.485_DECp29.702,data/tiles/tile_RA110.485_DECp29.702,XE309,1,1,0,
tile_RA110.504_DECp23.703,data/tiles/tile_RA110.504_DECp23.703,XE365,0,0,0,missing survivors csv
tile_RA110.781_DECm5.261,data/tiles/tile_RA110.781_DECm5.261,XE662,1,1,0,
tile_RA110.781_DECm6.261,data/tiles/tile_RA110.781_DECm6.261,XE662,0,0,0,missing survivors csv
tile_RA110.781_DECm7.261,data/tiles/tile_RA110.781_DECm7.261,XE662,0,0,0,missing survivors csv
tile_RA110.805_DECp53.778,data/tiles/tile_RA110.805_DECp53.778,XE122,0,0,0,
tile_RA110.837_DECp77.626,data/tiles/tile_RA110.837_DECp77.626,XE017,1,1,0,
tile_RA110.837_DECp78.626,data/tiles/tile_RA110.837_DECp78.626,XE017,1,1,0,
tile_RA110.855_DECm0.262,data/tiles/tile_RA110.855_DECm0.262,XE602,0,0,0,missing survivors csv
tile_RA110.855_DECm1.262,data/tiles/tile_RA110.855_DECm1.262,XE602,0,0,0,missing survivors csv
tile_RA110.855_DECp0.738,data/tiles/tile_RA110.855_DECp0.738,XE602,4,4,0,
tile_RA110.940_DECp4.738,data/tiles/tile_RA110.940_DECp4.738,XE542,0,0,0,missing survivors csv
tile_RA110.940_DECp5.738,data/tiles/tile_RA110.940_DECp5.738,XE542,1,1,0,
tile_RA110.940_DECp6.738,data/tiles/tile_RA110.940_DECp6.738,XE542,0,0,0,missing survivors csv
tile_RA111.039_DECp10.737,data/tiles/tile_RA111.039_DECp10.737,XE482,0,0,0,missing survivors csv
tile_RA111.039_DECp11.737,data/tiles/tile_RA111.039_DECp11.737,XE482,4,4,0,
tile_RA111.039_DECp12.737,data/tiles/tile_RA111.039_DECp12.737,XE482,0,0,0,missing survivors csv
tile_RA111.153_DECp16.736,data/tiles/tile_RA111.153_DECp16.736,XE422,2,2,0,
tile_RA111.153_DECp17.736,data/tiles/tile_RA111.153_DECp17.736,XE422,3,3,0,
tile_RA111.153_DECp18.736,data/tiles/tile_RA111.153_DECp18.736,XE422,2,2,0,
tile_RA111.167_DECp58.703,data/tiles/tile_RA111.167_DECp58.703,XE088,0,0,0,missing survivors csv
tile_RA111.167_DECp59.703,data/tiles/tile_RA111.167_DECp59.703,XE088,1,1,0,
tile_RA111.167_DECp60.703,data/tiles/tile_RA111.167_DECp60.703,XE088,1,1,0,
tile_RA111.597_DECp22.703,data/tiles/tile_RA111.597_DECp22.703,XE365,1,1,0,
tile_RA111.597_DECp23.703,data/tiles/tile_RA111.597_DECp23.703,XE365,0,0,0,missing survivors csv
tile_RA111.597_DECp24.703,data/tiles/tile_RA111.597_DECp24.703,XE365,2,2,0,
tile_RA111.636_DECp28.702,data/tiles/tile_RA111.636_DECp28.702,XE309,1,1,0,
tile_RA111.636_DECp29.702,data/tiles/tile_RA111.636_DECp29.702,XE309,1,1,0,
tile_RA111.636_DECp30.702,data/tiles/tile_RA111.636_DECp30.702,XE309,0,0,0,missing survivors csv
tile_RA111.699_DECp46.700,data/tiles/tile_RA111.699_DECp46.700,XE162,1,1,0,
tile_RA111.699_DECp47.700,data/tiles/tile_RA111.699_DECp47.700,XE162,3,3,0,
tile_RA111.699_DECp48.700,data/tiles/tile_RA111.699_DECp48.700,XE162,2,2,0,
tile_RA111.787_DECm6.261,data/tiles/tile_RA111.787_DECm6.261,XE662,0,0,0,missing survivors csv
tile_RA111.855_DECm0.262,data/tiles/tile_RA111.855_DECm0.262,XE602,2,2,0,
tile_RA111.931_DECp35.682,data/tiles/tile_RA111.931_DECp35.682,XE256,2,2,0,
tile_RA111.945_DECp5.738,data/tiles/tile_RA111.945_DECp5.738,XE542,3,3,0,
tile_RA111.994_DECp82.636,data/tiles/tile_RA111.994_DECp82.636,XE005,0,0,0,missing survivors csv
tile_RA111.994_DECp83.636,data/tiles/tile_RA111.994_DECp83.636,XE005,2,2,0,
tile_RA111.994_DECp84.636,data/tiles/tile_RA111.994_DECp84.636,XE005,2,2,0,
tile_RA111.994_DECp85.636,data/tiles/tile_RA111.994_DECp85.636,XE005,2,2,0,
tile_RA112.060_DECp11.737,data/tiles/tile_RA112.060_DECp11.737,XE482,1,1,0,
tile_RA112.203_DECp17.736,data/tiles/tile_RA112.203_DECp17.736,XE422,0,0,0,missing survivors csv
tile_RA112.341_DECp41.675,data/tiles/tile_RA112.341_DECp41.675,XE207,0,0,0,missing survivors csv
tile_RA112.468_DECp65.780,data/tiles/tile_RA112.468_DECp65.780,XE058,2,2,0,
tile_RA112.657_DECp71.803,data/tiles/tile_RA112.657_DECp71.803,XE034,3,3,0,
tile_RA112.657_DECp72.803,data/tiles/tile_RA112.657_DECp72.803,XE034,1,1,0,
tile_RA112.689_DECp21.703,data/tiles/tile_RA112.689_DECp21.703,XE365,2,2,0,
tile_RA112.689_DECp22.703,data/tiles/tile_RA112.689_DECp22.703,XE365,1,1,0,
tile_RA112.689_DECp23.703,data/tiles/tile_RA112.689_DECp23.703,XE365,0,0,0,
tile_RA112.689_DECp24.703,data/tiles/tile_RA112.689_DECp24.703,XE365,0,0,0,missing survivors csv
tile_RA112.689_DECp25.703,data/tiles/tile_RA112.689_DECp25.703,XE365,1,1,0,
tile_RA112.787_DECp27.702,data/tiles/tile_RA112.787_DECp27.702,XE309,2,2,0,
tile_RA112.787_DECp28.702,data/tiles/tile_RA112.787_DECp28.702,XE309,3,3,0,
tile_RA112.787_DECp29.702,data/tiles/tile_RA112.787_DECp29.702,XE309,2,2,0,
tile_RA112.787_DECp30.702,data/tiles/tile_RA112.787_DECp30.702,XE309,1,1,0,
tile_RA112.787_DECp31.702,data/tiles/tile_RA112.787_DECp31.702,XE309,1,1,0,
tile_RA113.149_DECp57.703,data/tiles/tile_RA113.149_DECp57.703,XE088,1,1,0,
tile_RA113.149_DECp58.703,data/tiles/tile_RA113.149_DECp58.703,XE088,0,0,0,missing survivors csv
tile_RA113.149_DECp59.703,data/tiles/tile_RA113.149_DECp59.703,XE088,2,2,0,
tile_RA113.149_DECp60.703,data/tiles/tile_RA113.149_DECp60.703,XE088,1,1,0,
tile_RA113.149_DECp61.703,data/tiles/tile_RA113.149_DECp61.703,XE088,2,2,0,
tile_RA113.162_DECp34.682,data/tiles/tile_RA113.162_DECp34.682,XE256,2,2,0,
tile_RA113.162_DECp35.682,data/tiles/tile_RA113.162_DECp35.682,XE256,2,2,0,
tile_RA113.162_DECp36.682,data/tiles/tile_RA113.162_DECp36.682,XE256,3,3,0,
tile_RA113.185_DECp45.700,data/tiles/tile_RA113.185_DECp45.700,XE162,2,2,0,
tile_RA113.185_DECp46.700,data/tiles/tile_RA113.185_DECp46.700,XE162,1,1,0,
tile_RA113.185_DECp47.700,data/tiles/tile_RA113.185_DECp47.700,XE162,3,3,0,
tile_RA113.185_DECp48.700,data/tiles/tile_RA113.185_DECp48.700,XE162,1,1,0,
tile_RA113.185_DECp49.700,data/tiles/tile_RA113.185_DECp49.700,XE162,0,0,0,missing survivors csv
tile_RA113.479_DECp53.653,data/tiles/tile_RA113.479_DECp53.653,XE123,1,1,0,
tile_RA113.679_DECp40.675,data/tiles/tile_RA113.679_DECp40.675,XE207,1,1,0,
tile_RA113.679_DECp41.675,data/tiles/tile_RA113.679_DECp41.675,XE207,1,1,0,
tile_RA113.679_DECp42.675,data/tiles/tile_RA113.679_DECp42.675,XE207,2,2,0,
tile_RA113.765_DECm6.340,data/tiles/tile_RA113.765_DECm6.340,XE663,2,2,0,
tile_RA113.781_DECp22.703,data/tiles/tile_RA113.781_DECp22.703,XE365,0,0,0,missing survivors csv
tile_RA113.781_DECp23.703,data/tiles/tile_RA113.781_DECp23.703,XE365,1,1,0,
tile_RA113.781_DECp24.703,data/tiles/tile_RA113.781_DECp24.703,XE365,0,0,0,missing survivors csv
tile_RA113.855_DECm0.340,data/tiles/tile_RA113.855_DECm0.340,XE603,0,0,0,missing survivors csv
tile_RA113.939_DECp28.702,data/tiles/tile_RA113.939_DECp28.702,XE309,4,4,0,
tile_RA113.939_DECp29.702,data/tiles/tile_RA113.939_DECp29.702,XE309,3,3,0,
tile_RA113.939_DECp30.702,data/tiles/tile_RA113.939_DECp30.702,XE309,4,4,0,
tile_RA113.968_DECp11.659,data/tiles/tile_RA113.968_DECp11.659,XE483,1,1,0,
tile_RA113.993_DECp17.658,data/tiles/tile_RA113.993_DECp17.658,XE423,1,1,0,
tile_RA114.393_DECp33.682,data/tiles/tile_RA114.393_DECp33.682,XE256,2,2,0,
tile_RA114.393_DECp34.682,data/tiles/tile_RA114.393_DECp34.682,XE256,14,14,0,
tile_RA114.393_DECp35.682,data/tiles/tile_RA114.393_DECp35.682,XE256,7,7,0,
tile_RA114.393_DECp36.682,data/tiles/tile_RA114.393_DECp36.682,XE256,2,2,0,
tile_RA114.393_DECp37.682,data/tiles/tile_RA114.393_DECp37.682,XE256,1,1,0,
tile_RA114.670_DECp46.700,data/tiles/tile_RA114.670_DECp46.700,XE162,1,1,0,
tile_RA114.670_DECp47.700,data/tiles/tile_RA114.670_DECp47.700,XE162,0,0,0,missing survivors csv
tile_RA114.670_DECp48.700,data/tiles/tile_RA114.670_DECp48.700,XE162,2,2,0,
tile_RA114.771_DECm5.340,data/tiles/tile_RA114.771_DECm5.340,XE663,1,1,0,
tile_RA114.771_DECm6.340,data/tiles/tile_RA114.771_DECm6.340,XE663,0,0,0,missing survivors csv
tile_RA114.771_DECm7.340,data/tiles/tile_RA114.771_DECm7.340,XE663,0,0,0,missing survivors csv
tile_RA114.855_DECm0.340,data/tiles/tile_RA114.855_DECm0.340,XE603,2,2,0,
tile_RA114.855_DECm1.340,data/tiles/tile_RA114.855_DECm1.340,XE603,1,1,0,
tile_RA114.855_DECp0.660,data/tiles/tile_RA114.855_DECp0.660,XE603,0,0,0,missing survivors csv
tile_RA114.873_DECp23.703,data/tiles/tile_RA114.873_DECp23.703,XE365,2,2,0,
tile_RA114.989_DECp10.659,data/tiles/tile_RA114.989_DECp10.659,XE483,5,5,0,
tile_RA114.989_DECp11.659,data/tiles/tile_RA114.989_DECp11.659,XE483,2,2,0,
