tile_id,plate_id,run_id,rows_to_S0
tile_RA266.463_DECp58.919,XE102,R1,1
tile_RA266.463_DECp59.919,XE102,R1,5
tile_RA266.463_DECp60.919,XE102,R1,4
tile_RA266.647_DECp17.927,XE448,R1,1
tile_RA266.647_DECp18.927,XE448,R1,1
tile_RA266.709_DECp10.927,XE508,R1,1
tile_RA266.738_DECp28.961,XE333,R1,3
tile_RA266.738_DECp29.961,XE333,R1,2
tile_RA266.749_DECp52.949,XE139,R1,2
tile_RA266.749_DECp53.949,XE139,R1,1
tile_RA266.749_DECp54.949,XE139,R1,4
tile_RA266.778_DECp6.928,XE568,R1,1
tile_RA266.857_DECm0.071,XE628,R1,1
tile_RA266.904_DECp23.961,XE389,R1,1
tile_RA266.904_DECp24.961,XE389,R1,1
tile_RA266.948_DECm5.071,XE688,R1,4
tile_RA266.948_DECm7.071,XE688,R1,1
tile_RA267.272_DECp33.953,XE278,R1,2
tile_RA267.272_DECp34.953,XE278,R1,2
tile_RA267.272_DECp35.953,XE278,R1,3
tile_RA267.272_DECp36.953,XE278,R1,1
tile_RA267.451_DECp47.915,XE180,R1,2
tile_RA267.892_DECp27.961,XE333,R1,3
tile_RA267.892_DECp28.961,XE333,R1,3
tile_RA267.892_DECp29.961,XE333,R1,2
tile_RA267.892_DECp30.961,XE333,R1,3
tile_RA267.892_DECp31.961,XE333,R1,3
tile_RA267.998_DECp23.961,XE389,R1,1
tile_RA267.998_DECp24.961,XE389,R1,3
tile_RA267.998_DECp25.961,XE389,R1,2
tile_RA268.119_DECp66.043,XE071,R1,3
tile_RA268.131_DECp72.024,XE044,R1,1
tile_RA268.448_DECp52.949,XE139,R1,2
tile_RA268.448_DECp53.949,XE139,R1,1
tile_RA268.458_DECp59.919,XE102,R1,3
tile_RA268.507_DECp34.953,XE278,R1,4
tile_RA268.507_DECp35.953,XE278,R1,6
tile_RA268.507_DECp36.953,XE278,R1,4
tile_RA269.046_DECp29.961,XE333,R1,4
tile_RA269.046_DECp30.961,XE333,R1,1
tile_RA269.093_DECp22.961,XE389,R1,2
tile_RA269.224_DECp78.071,XE024,R1,1
tile_RA269.224_DECp79.071,XE024,R1,1
tile_RA269.224_DECp80.071,XE024,R1,3
tile_RA269.492_DECp18.011,XE449,R1,3
tile_RA269.596_DECp12.060,XE509,R1,3
tile_RA269.743_DECp35.953,XE278,R1,2
tile_RA269.784_DECp43.008,XE228,R1,1
tile_RA269.857_DECp0.013,XE629,R1,1
tile_RA269.970_DECp48.035,XE181,R1,1
tile_RA27.026_DECp17.732,XE408,R1,2
tile_RA27.026_DECp18.732,XE408,R1,2
tile_RA27.026_DECp19.732,XE408,R1,1
tile_RA27.375_DECp42.740,XE195,R1,5
tile_RA27.453_DECp54.701,XE114,R1,1
tile_RA27.764_DECp46.722,XE152,R1,1
tile_RA27.792_DECm11.282,XE708,R1,1
tile_RA27.859_DECp0.732,XE588,R1,1
tile_RA27.909_DECp6.732,XE528,R1,1
tile_RA27.982_DECp12.732,XE468,R1,1
tile_RA270.148_DECp53.949,XE139,R1,4
tile_RA270.187_DECp23.961,XE389,R1,1
tile_RA270.200_DECp29.961,XE333,R1,2
tile_RA270.543_DECp17.011,XE449,R1,1
tile_RA270.543_DECp18.011,XE449,R1,1
tile_RA270.543_DECp19.011,XE449,R1,2
tile_RA270.582_DECp65.043,XE071,R1,9
tile_RA270.582_DECp66.043,XE071,R1,5
tile_RA270.582_DECp67.043,XE071,R1,2
tile_RA270.618_DECp13.060,XE509,R1,1
tile_RA270.936_DECm5.986,XE689,R1,1
tile_RA270.936_DECm6.986,XE689,R1,1
tile_RA271.130_DECp40.008,XE228,R1,2
tile_RA271.130_DECp43.008,XE228,R1,1
tile_RA271.130_DECp44.008,XE228,R1,2
tile_RA271.372_DECp70.024,XE044,R1,5
tile_RA271.372_DECp71.024,XE044,R1,3
tile_RA271.372_DECp72.024,XE044,R1,4
tile_RA271.372_DECp73.024,XE044,R1,3
tile_RA271.372_DECp74.024,XE044,R1,5
tile_RA271.454_DECp60.074,XE103,R1,2
tile_RA271.465_DECp47.035,XE181,R1,4
tile_RA271.465_DECp48.035,XE181,R1,3
tile_RA271.465_DECp49.035,XE181,R1,1
tile_RA271.595_DECp17.011,XE449,R1,5
tile_RA271.595_DECp18.011,XE449,R1,3
tile_RA271.595_DECp19.011,XE449,R1,3
tile_RA271.641_DECp14.060,XE509,R1,1
tile_RA271.772_DECp4.012,XE569,R1,1
tile_RA271.857_DECm1.987,XE629,R1,2
tile_RA271.857_DECp1.013,XE629,R1,1
tile_RA271.857_DECp2.013,XE629,R1,1
tile_RA271.942_DECm3.986,XE689,R1,2
tile_RA271.942_DECm5.986,XE689,R1,1
tile_RA272.308_DECp24.053,XE390,R1,1
tile_RA272.476_DECp42.008,XE228,R1,1
tile_RA272.646_DECp17.011,XE449,R1,8
tile_RA272.646_DECp19.011,XE449,R1,1
tile_RA272.778_DECp6.012,XE569,R1,1
tile_RA272.841_DECp54.083,XE140,R1,2
tile_RA272.857_DECm0.987,XE629,R1,1
tile_RA272.947_DECm4.986,XE689,R1,1
tile_RA272.947_DECm6.986,XE689,R1,1
tile_RA272.961_DECp46.035,XE181,R1,1
tile_RA272.961_DECp47.035,XE181,R1,1
tile_RA272.961_DECp48.035,XE181,R1,2
tile_RA272.961_DECp49.035,XE181,R1,5
tile_RA272.961_DECp50.035,XE181,R1,1
tile_RA273.034_DECp37.051,XE279,R1,1
tile_RA273.044_DECp64.043,XE071,R1,2
tile_RA273.044_DECp65.043,XE071,R1,5
tile_RA273.044_DECp66.043,XE071,R1,6
tile_RA273.044_DECp67.043,XE071,R1,1
tile_RA273.044_DECp68.043,XE071,R1,4
tile_RA273.236_DECp30.052,XE334,R1,2
tile_RA273.403_DECp25.053,XE390,R1,2
tile_RA273.458_DECp59.074,XE103,R1,2
tile_RA273.458_DECp60.074,XE103,R1,3
tile_RA273.458_DECp61.074,XE103,R1,2
tile_RA273.698_DECp18.011,XE449,R1,3
tile_RA273.783_DECp6.012,XE569,R1,1
tile_RA274.062_DECp76.071,XE024,R1,3
tile_RA274.062_DECp79.071,XE024,R1,2
tile_RA274.062_DECp80.071,XE024,R1,1
tile_RA274.271_DECp34.051,XE279,R1,1
tile_RA274.271_DECp35.051,XE279,R1,1
tile_RA274.271_DECp36.051,XE279,R1,1
tile_RA274.271_DECp37.051,XE279,R1,1
tile_RA274.271_DECp38.051,XE279,R1,2
tile_RA274.391_DECp28.052,XE334,R1,2
tile_RA274.391_DECp30.052,XE334,R1,1
tile_RA274.391_DECp32.052,XE334,R1,2
tile_RA274.419_DECp84.372,XE010,R1,3
tile_RA274.456_DECp47.035,XE181,R1,1
tile_RA274.456_DECp49.035,XE181,R1,7
tile_RA274.498_DECp24.053,XE390,R1,1
tile_RA274.498_DECp25.053,XE390,R1,2
tile_RA274.498_DECp26.053,XE390,R1,3
tile_RA274.545_DECp53.083,XE140,R1,1
tile_RA274.545_DECp54.083,XE140,R1,1
tile_RA274.612_DECp71.024,XE044,R1,4
tile_RA274.612_DECp72.024,XE044,R1,2
tile_RA274.612_DECp73.024,XE044,R1,2
tile_RA275.462_DECp60.074,XE103,R1,2
tile_RA275.462_DECp61.074,XE103,R1,3
tile_RA275.462_DECp62.074,XE103,R1,3
tile_RA275.507_DECp65.043,XE071,R1,4
tile_RA275.507_DECp66.043,XE071,R1,6
tile_RA275.507_DECp67.043,XE071,R1,2
tile_RA275.508_DECp35.051,XE279,R1,1
tile_RA275.508_DECp36.051,XE279,R1,6
tile_RA275.508_DECp37.051,XE279,R1,1
tile_RA275.547_DECp29.052,XE334,R1,2
tile_RA275.547_DECp30.052,XE334,R1,2
tile_RA275.547_DECp31.052,XE334,R1,2
tile_RA275.570_DECp84.855,XE009,R1,2
tile_RA275.593_DECp23.053,XE390,R1,1
tile_RA275.593_DECp24.053,XE390,R1,1
tile_RA275.593_DECp25.053,XE390,R1,2
tile_RA275.761_DECp6.097,XE570,R1,1
tile_RA275.856_DECp0.097,XE630,R1,3
tile_RA275.940_DECp42.113,XE229,R1,4
tile_RA276.250_DECp52.083,XE140,R1,5
tile_RA276.250_DECp54.083,XE140,R1,1
tile_RA276.250_DECp55.083,XE140,R1,2
tile_RA276.250_DECp56.083,XE140,R1,2
tile_RA276.544_DECp17.096,XE450,R1,3
tile_RA276.663_DECp13.096,XE510,R1,1
tile_RA276.745_DECp36.051,XE279,R1,4
tile_RA276.856_DECm0.903,XE630,R1,1
tile_RA276.935_DECm4.902,XE690,R1,2
tile_RA276.935_DECm5.902,XE690,R1,1
tile_RA277.288_DECp41.113,XE229,R1,2
tile_RA277.288_DECp42.113,XE229,R1,5
tile_RA277.288_DECp43.113,XE229,R1,1
tile_RA277.467_DECp59.074,XE103,R1,5
tile_RA277.467_DECp60.074,XE103,R1,3
tile_RA277.467_DECp61.074,XE103,R1,5
tile_RA277.596_DECp16.096,XE450,R1,3
tile_RA277.596_DECp18.096,XE450,R1,1
tile_RA277.686_DECp13.096,XE510,R1,1
tile_RA277.686_DECp14.096,XE510,R1,1
tile_RA277.852_DECp73.024,XE044,R1,2
tile_RA277.856_DECm0.903,XE630,R1,2
tile_RA277.856_DECm1.903,XE630,R1,5
tile_RA277.856_DECp0.097,XE630,R1,1
tile_RA277.856_DECp1.097,XE630,R1,1
tile_RA277.941_DECm3.902,XE690,R1,3
tile_RA277.970_DECp66.043,XE071,R1,2
tile_RA278.477_DECp48.154,XE182,R1,3
tile_RA278.584_DECp30.143,XE335,R1,1
tile_RA278.636_DECp40.113,XE229,R1,7
tile_RA278.636_DECp41.113,XE229,R1,2
tile_RA278.636_DECp42.113,XE229,R1,4
tile_RA278.636_DECp43.113,XE229,R1,3
tile_RA278.636_DECp44.113,XE229,R1,1
tile_RA278.648_DECp18.096,XE450,R1,1
tile_RA278.709_DECp12.096,XE510,R1,1
tile_RA278.856_DECm0.903,XE630,R1,1
tile_RA278.856_DECp0.097,XE630,R1,1
tile_RA278.899_DECp77.071,XE024,R1,1
tile_RA278.899_DECp78.071,XE024,R1,3
tile_RA278.899_DECp80.071,XE024,R1,3
tile_RA278.946_DECm4.902,XE690,R1,2
tile_RA279.471_DECp60.074,XE103,R1,2
tile_RA279.659_DECp54.083,XE140,R1,2
tile_RA279.741_DECp29.143,XE335,R1,1
tile_RA279.741_DECp30.143,XE335,R1,1
tile_RA279.741_DECp31.143,XE335,R1,1
tile_RA279.856_DECp0.097,XE630,R1,2
tile_RA279.976_DECp47.154,XE182,R1,4
tile_RA279.976_DECp48.154,XE182,R1,1
tile_RA279.976_DECp49.154,XE182,R1,1
tile_RA279.984_DECp41.113,XE229,R1,4
tile_RA279.984_DECp42.113,XE229,R1,6
tile_RA279.984_DECp43.113,XE229,R1,4
tile_RA28.016_DECp28.737,XE296,R1,5
tile_RA28.016_DECp29.737,XE296,R1,5
tile_RA28.016_DECp30.737,XE296,R1,4
tile_RA28.016_DECp32.737,XE296,R1,4
tile_RA28.023_DECp22.719,XE352,R1,2
tile_RA28.023_DECp24.719,XE352,R1,1
tile_RA28.023_DECp26.719,XE352,R1,1
tile_RA28.082_DECp18.732,XE408,R1,1
tile_RA28.704_DECp68.717,XE052,R1,2
tile_RA28.898_DECp35.706,XE244,R1,2
tile_RA28.898_DECp36.706,XE244,R1,1
tile_RA280.041_DECp35.149,XE280,R1,2
tile_RA280.897_DECp28.143,XE335,R1,5
tile_RA280.897_DECp30.143,XE335,R1,1
tile_RA280.897_DECp32.143,XE335,R1,1
tile_RA281.002_DECp26.144,XE391,R1,1
tile_RA281.145_DECp66.223,XE072,R1,6
tile_RA281.145_DECp67.223,XE072,R1,4
tile_RA281.279_DECp34.149,XE280,R1,2
tile_RA281.279_DECp35.149,XE280,R1,1
tile_RA281.279_DECp37.149,XE280,R1,1
tile_RA281.332_DECp42.113,XE229,R1,5
tile_RA281.474_DECp46.154,XE182,R1,1
tile_RA281.474_DECp49.154,XE182,R1,4
tile_RA281.922_DECp72.259,XE045,R1,2
tile_RA281.922_DECp73.259,XE045,R1,2
tile_RA282.053_DECp29.143,XE335,R1,1
tile_RA282.053_DECp30.143,XE335,R1,2
tile_RA282.053_DECp31.143,XE335,R1,1
tile_RA282.361_DECp54.214,XE141,R1,6
tile_RA282.481_DECp60.226,XE104,R1,1
tile_RA282.517_DECp35.149,XE280,R1,1
tile_RA282.517_DECp37.149,XE280,R1,1
tile_RA282.547_DECp19.179,XE451,R1,1
tile_RA282.856_DECp1.181,XE631,R1,1
tile_RA282.933_DECm5.819,XE691,R1,1
tile_RA282.973_DECp47.154,XE182,R1,2
tile_RA282.973_DECp48.154,XE182,R1,1
tile_RA282.973_DECp49.154,XE182,R1,1
tile_RA283.625_DECp65.223,XE072,R1,1
tile_RA283.625_DECp66.223,XE072,R1,3
tile_RA283.688_DECp10.179,XE511,R1,6
tile_RA283.688_DECp11.179,XE511,R1,1
tile_RA283.737_DECp79.071,XE024,R1,2
tile_RA283.773_DECp4.180,XE571,R1,1
tile_RA283.773_DECp5.180,XE571,R1,1
tile_RA283.773_DECp6.180,XE571,R1,2
tile_RA283.773_DECp7.180,XE571,R1,1
tile_RA283.773_DECp8.180,XE571,R1,1
tile_RA283.856_DECp1.181,XE631,R1,4
tile_RA283.856_DECp2.181,XE631,R1,1
tile_RA283.938_DECm5.819,XE691,R1,1
tile_RA284.071_DECp53.214,XE141,R1,3
tile_RA284.071_DECp55.214,XE141,R1,2
tile_RA284.472_DECp48.154,XE182,R1,1
tile_RA284.495_DECp59.226,XE104,R1,1
tile_RA284.495_DECp61.226,XE104,R1,3
tile_RA284.617_DECp83.372,XE010,R1,3
tile_RA284.617_DECp85.372,XE010,R1,3
tile_RA284.617_DECp86.372,XE010,R1,1
tile_RA284.711_DECp13.179,XE511,R1,1
tile_RA284.779_DECp6.180,XE571,R1,2
tile_RA284.804_DECp41.217,XE230,R1,2
tile_RA284.856_DECp1.181,XE631,R1,1
tile_RA284.944_DECm5.819,XE691,R1,8
tile_RA285.094_DECp30.232,XE336,R1,2
tile_RA285.204_DECp71.259,XE045,R1,3
tile_RA285.204_DECp72.259,XE045,R1,2
tile_RA285.318_DECp24.233,XE392,R1,1
tile_RA285.781_DECp52.214,XE141,R1,2
tile_RA285.781_DECp53.214,XE141,R1,2
tile_RA285.781_DECp54.214,XE141,R1,10
tile_RA285.781_DECp55.214,XE141,R1,12
tile_RA285.781_DECp56.214,XE141,R1,2
tile_RA285.816_DECp36.245,XE281,R1,4
tile_RA285.856_DECp0.181,XE631,R1,2
tile_RA285.949_DECm5.819,XE691,R1,11
tile_RA286.105_DECp64.223,XE072,R1,3
tile_RA286.105_DECp65.223,XE072,R1,3
tile_RA286.105_DECp66.223,XE072,R1,2
tile_RA286.105_DECp68.223,XE072,R1,1
tile_RA286.251_DECp29.232,XE336,R1,3
tile_RA286.508_DECp58.226,XE104,R1,2
tile_RA286.508_DECp59.226,XE104,R1,1
tile_RA286.508_DECp60.226,XE104,R1,1
tile_RA286.508_DECp62.226,XE104,R1,2
tile_RA287.056_DECp37.245,XE281,R1,1
tile_RA287.408_DECp28.232,XE336,R1,1
tile_RA287.408_DECp32.232,XE336,R1,2
tile_RA287.492_DECp53.214,XE141,R1,1
tile_RA287.492_DECp54.214,XE141,R1,1
tile_RA287.492_DECp55.214,XE141,R1,1
tile_RA287.504_DECp41.217,XE230,R1,1
tile_RA287.504_DECp42.217,XE230,R1,2
tile_RA287.504_DECp43.217,XE230,R1,3
tile_RA287.523_DECp78.382,XE025,R1,1
tile_RA287.523_DECp79.382,XE025,R1,2
tile_RA288.296_DECp34.245,XE281,R1,4
tile_RA288.296_DECp36.245,XE281,R1,1
tile_RA288.296_DECp37.245,XE281,R1,1
tile_RA288.296_DECp38.245,XE281,R1,2
tile_RA288.486_DECp70.259,XE045,R1,6
tile_RA288.486_DECp71.259,XE045,R1,3
tile_RA288.486_DECp72.259,XE045,R1,3
tile_RA288.486_DECp73.259,XE045,R1,2
tile_RA288.486_DECp74.259,XE045,R1,1
tile_RA288.505_DECp47.270,XE183,R1,2
tile_RA288.505_DECp48.270,XE183,R1,2
tile_RA288.505_DECp49.270,XE183,R1,1
tile_RA288.522_DECp59.226,XE104,R1,2
tile_RA288.522_DECp60.226,XE104,R1,4
tile_RA288.566_DECp30.232,XE336,R1,1
tile_RA288.586_DECp65.223,XE072,R1,2
tile_RA288.586_DECp66.223,XE072,R1,1
tile_RA288.586_DECp67.223,XE072,R1,2
tile_RA288.608_DECp24.233,XE392,R1,1
tile_RA288.669_DECp11.261,XE512,R1,1
tile_RA288.769_DECp6.261,XE572,R1,1
tile_RA288.855_DECp42.217,XE230,R1,1
tile_RA289.693_DECp10.261,XE512,R1,1
tile_RA289.775_DECp6.261,XE572,R1,1
tile_RA289.775_DECp8.261,XE572,R1,1
tile_RA29.124_DECp23.719,XE352,R1,2
tile_RA29.124_DECp24.719,XE352,R1,1
tile_RA29.179_DECp29.737,XE296,R1,2
tile_RA29.179_DECp30.737,XE296,R1,1
tile_RA29.179_DECp31.737,XE296,R1,1
tile_RA29.184_DECp53.701,XE114,R1,3
tile_RA29.184_DECp55.701,XE114,R1,1
tile_RA29.807_DECm5.307,XE649,R1,2
tile_RA29.859_DECp0.693,XE589,R1,2
tile_RA29.883_DECp18.692,XE409,R1,1
tile_RA29.889_DECp6.692,XE529,R1,3
tile_RA29.898_DECp12.692,XE469,R1,1
tile_RA290.008_DECp48.270,XE183,R1,2
tile_RA290.536_DECp60.226,XE104,R1,2
tile_RA290.716_DECp12.261,XE512,R1,1
tile_RA290.980_DECp42.317,XE231,R1,1
tile_RA291.066_DECp66.223,XE072,R1,3
tile_RA291.066_DECp67.223,XE072,R1,4
tile_RA291.510_DECp47.270,XE183,R1,1
tile_RA291.739_DECp12.261,XE512,R1,2
tile_RA291.768_DECp72.259,XE045,R1,3
tile_RA291.768_DECp73.259,XE045,R1,2
tile_RA291.830_DECp24.319,XE393,R1,16
tile_RA291.912_DECp54.340,XE142,R1,1
tile_RA292.332_DECp41.317,XE231,R1,2
tile_RA292.489_DECp77.382,XE025,R1,1
tile_RA292.489_DECp78.382,XE025,R1,1
tile_RA292.489_DECp80.382,XE025,R1,2
tile_RA293.560_DECp60.370,XE105,R1,13
tile_RA293.628_DECp53.340,XE142,R1,2
tile_RA293.685_DECp40.317,XE231,R1,1
tile_RA293.685_DECp41.317,XE231,R1,1
tile_RA293.685_DECp44.317,XE231,R1,1
tile_RA293.926_DECp28.318,XE337,R1,2
tile_RA294.024_DECp22.319,XE393,R1,2
tile_RA294.024_DECp26.319,XE393,R1,1
tile_RA294.079_DECp36.337,XE282,R1,1
tile_RA294.079_DECp37.337,XE282,R1,2
tile_RA294.814_DECp82.372,XE010,R1,1
tile_RA294.814_DECp83.372,XE010,R1,2
tile_RA294.814_DECp84.372,XE010,R1,2
tile_RA294.814_DECp86.372,XE010,R1,2
tile_RA295.049_DECp72.259,XE045,R1,4
tile_RA295.049_DECp73.259,XE045,R1,2
tile_RA295.321_DECp36.337,XE282,R1,1
tile_RA295.343_DECp52.340,XE142,R1,2
tile_RA295.343_DECp55.340,XE142,R1,1
tile_RA295.582_DECp59.370,XE105,R1,12
tile_RA295.582_DECp60.370,XE105,R1,1
tile_RA295.582_DECp61.370,XE105,R1,7
tile_RA295.616_DECp17.339,XE453,R1,1
tile_RA295.699_DECp12.339,XE513,R1,3
tile_RA295.699_DECp13.339,XE513,R1,2
tile_RA295.855_DECp2.340,XE633,R1,1
tile_RA295.932_DECm5.659,XE693,R1,2
tile_RA296.562_DECp37.337,XE282,R1,1
tile_RA296.761_DECp67.393,XE073,R1,1
tile_RA296.855_DECp0.340,XE633,R1,1
tile_RA296.855_DECp1.340,XE633,R1,1
tile_RA296.937_DECm5.659,XE693,R1,1
tile_RA297.055_DECp47.379,XE184,R1,1
tile_RA297.055_DECp48.379,XE184,R1,1
tile_RA297.055_DECp49.379,XE184,R1,1
tile_RA297.058_DECp54.340,XE142,R1,1
tile_RA297.455_DECp76.382,XE025,R1,3
tile_RA297.455_DECp77.382,XE025,R1,1
tile_RA297.455_DECp79.382,XE025,R1,2
tile_RA297.455_DECp80.382,XE025,R1,1
tile_RA297.605_DECp58.370,XE105,R1,4
tile_RA297.605_DECp59.370,XE105,R1,7
tile_RA297.605_DECp60.370,XE105,R1,4
tile_RA297.605_DECp61.370,XE105,R1,3
tile_RA297.605_DECp62.370,XE105,R1,4
tile_RA297.855_DECp0.340,XE633,R1,1
tile_RA298.518_DECp42.411,XE232,R1,2
tile_RA298.560_DECp46.379,XE184,R1,2
tile_RA298.560_DECp48.379,XE184,R1,1
tile_RA298.560_DECp50.379,XE184,R1,1
tile_RA299.175_DECp72.474,XE046,R1,1
tile_RA299.175_DECp73.474,XE046,R1,1
tile_RA299.258_DECp64.393,XE073,R1,3
tile_RA299.258_DECp65.393,XE073,R1,3
tile_RA299.258_DECp66.393,XE073,R1,3
tile_RA299.258_DECp67.393,XE073,R1,3
tile_RA299.444_DECp25.401,XE394,R1,1
tile_RA299.628_DECp59.370,XE105,R1,7
tile_RA299.628_DECp60.370,XE105,R1,2
tile_RA299.628_DECp61.370,XE105,R1,8
tile_RA299.868_DECp36.424,XE283,R1,1
tile_RA299.918_DECm5.585,XE694,R1,2
tile_RA3.029_DECp29.807,XE292,R1,2
tile_RA3.029_DECp30.807,XE292,R1,1
tile_RA3.029_DECp31.807,XE292,R1,1
tile_RA3.116_DECp35.807,XE240,R1,1
tile_RA3.116_DECp36.807,XE240,R1,3
tile_RA3.116_DECp37.807,XE240,R1,3
tile_RA3.232_DECp41.807,XE192,R1,2
tile_RA3.232_DECp43.807,XE192,R1,1
tile_RA3.390_DECp47.807,XE149,R1,3
tile_RA3.610_DECp53.807,XE111,R1,1
tile_RA3.774_DECm23.304,XE825,R1,5
tile_RA3.823_DECp6.791,XE524,R1,5
tile_RA3.857_DECp0.807,XE584,R1,2
tile_RA3.864_DECm5.193,XE644,R1,6
tile_RA3.894_DECm11.207,XE704,R1,5
tile_RA3.974_DECp18.807,XE404,R1,9
tile_RA30.146_DECp34.706,XE244,R1,3
tile_RA30.146_DECp35.706,XE244,R1,1
tile_RA30.146_DECp36.706,XE244,R1,3
tile_RA30.146_DECp37.706,XE244,R1,4
tile_RA30.146_DECp38.706,XE244,R1,1
tile_RA30.342_DECp30.737,XE296,R1,8
tile_RA30.625_DECp72.656,XE030,R1,1
tile_RA30.734_DECm12.366,XE709,R1,2
tile_RA30.811_DECm4.307,XE649,R1,1
tile_RA30.811_DECm5.307,XE649,R1,4
tile_RA30.811_DECm6.307,XE649,R1,3
tile_RA30.859_DECm0.307,XE589,R1,3
tile_RA30.859_DECp0.693,XE589,R1,1
tile_RA30.896_DECp5.692,XE529,R1,3
tile_RA30.896_DECp6.692,XE529,R1,1
tile_RA30.896_DECp7.692,XE529,R1,2
tile_RA30.915_DECp52.701,XE114,R1,1
tile_RA30.915_DECp56.701,XE114,R1,2
tile_RA30.923_DECp11.692,XE469,R1,1
tile_RA30.923_DECp12.692,XE469,R1,3
tile_RA30.923_DECp13.692,XE469,R1,3
tile_RA30.939_DECp17.692,XE409,R1,1
tile_RA30.939_DECp18.692,XE409,R1,2
tile_RA30.939_DECp19.692,XE409,R1,3
tile_RA300.066_DECp47.379,XE184,R1,1
tile_RA300.449_DECp29.400,XE338,R1,1
tile_RA300.774_DECp19.365,XE454,R1,1
tile_RA300.854_DECm0.585,XE634,R1,1
tile_RA300.922_DECm4.585,XE694,R1,2
tile_RA301.227_DECp41.411,XE232,R1,1
tile_RA301.227_DECp43.411,XE232,R1,1
tile_RA301.640_DECp25.401,XE394,R1,1
tile_RA301.651_DECp60.370,XE105,R1,6
tile_RA301.755_DECp65.393,XE073,R1,2
tile_RA301.755_DECp66.393,XE073,R1,2
tile_RA301.828_DECp18.365,XE454,R1,1
tile_RA301.854_DECm0.585,XE634,R1,1
tile_RA301.854_DECm1.585,XE634,R1,5
tile_RA301.854_DECp0.415,XE634,R1,2
tile_RA301.854_DECp1.415,XE634,R1,1
tile_RA301.854_DECp2.415,XE634,R1,2
tile_RA301.927_DECm5.585,XE694,R1,1
tile_RA301.927_DECm7.585,XE694,R1,1
tile_RA302.354_DECp37.424,XE283,R1,1
tile_RA302.354_DECp38.424,XE283,R1,1
tile_RA302.420_DECp77.382,XE025,R1,1
tile_RA302.420_DECp80.382,XE025,R1,2
tile_RA302.495_DECp71.474,XE046,R1,2
tile_RA302.495_DECp72.474,XE046,R1,1
tile_RA302.495_DECp73.474,XE046,R1,2
tile_RA302.581_DECp42.411,XE232,R1,1
tile_RA302.731_DECp12.414,XE514,R1,1
tile_RA302.731_DECp13.414,XE514,R1,1
tile_RA302.805_DECp3.361,XE574,R1,1
tile_RA302.854_DECm0.585,XE634,R1,4
tile_RA302.854_DECp0.415,XE634,R1,1
tile_RA302.854_DECp1.415,XE634,R1,3
tile_RA302.882_DECp19.365,XE454,R1,1
tile_RA302.932_DECm5.585,XE694,R1,1
tile_RA302.932_DECm6.585,XE694,R1,2
tile_RA303.213_DECp53.457,XE143,R1,3
tile_RA303.213_DECp54.457,XE143,R1,2
tile_RA303.213_DECp55.457,XE143,R1,7
tile_RA303.597_DECp36.424,XE283,R1,2
tile_RA303.807_DECp2.361,XE574,R1,1
tile_RA303.807_DECp3.361,XE574,R1,4
tile_RA303.807_DECp4.361,XE574,R1,2
tile_RA303.936_DECp42.411,XE232,R1,4
tile_RA304.114_DECp48.481,XE185,R1,1
tile_RA304.253_DECp66.393,XE073,R1,2
tile_RA304.253_DECp67.393,XE073,R1,2
tile_RA304.688_DECp60.501,XE106,R1,2
tile_RA304.808_DECp1.361,XE574,R1,12
tile_RA304.808_DECp2.361,XE574,R1,14
tile_RA304.808_DECp3.361,XE574,R1,1
tile_RA304.808_DECp4.361,XE574,R1,2
tile_RA304.808_DECp5.361,XE574,R1,1
tile_RA304.840_DECp36.424,XE283,R1,1
tile_RA304.933_DECp52.457,XE143,R1,6
tile_RA304.933_DECp53.457,XE143,R1,1
tile_RA304.933_DECp54.457,XE143,R1,1
tile_RA304.933_DECp55.457,XE143,R1,3
tile_RA304.933_DECp56.457,XE143,R1,1
tile_RA305.012_DECp85.372,XE010,R1,2
tile_RA305.810_DECp2.361,XE574,R1,1
tile_RA305.810_DECp3.361,XE574,R1,1
tile_RA305.810_DECp4.361,XE574,R1,3
tile_RA305.816_DECp71.474,XE046,R1,1
tile_RA305.816_DECp72.474,XE046,R1,5
tile_RA305.913_DECm5.515,XE695,R1,5
tile_RA306.068_DECp42.499,XE233,R1,1
tile_RA306.590_DECp17.484,XE455,R1,1
tile_RA306.590_DECp19.484,XE455,R1,1
tile_RA306.653_DECp55.457,XE143,R1,1
tile_RA306.693_DECp11.484,XE515,R1,1
tile_RA306.719_DECp60.501,XE106,R1,1
tile_RA306.719_DECp61.501,XE106,R1,4
tile_RA306.780_DECp7.485,XE575,R1,1
tile_RA306.854_DECm0.515,XE635,R1,3
tile_RA306.854_DECp0.485,XE635,R1,1
tile_RA306.917_DECm4.515,XE695,R1,1
tile_RA306.917_DECm5.515,XE695,R1,1
tile_RA306.917_DECm6.515,XE695,R1,1
tile_RA306.977_DECp28.477,XE339,R1,1
tile_RA307.064_DECp24.478,XE395,R1,1
tile_RA307.064_DECp25.478,XE395,R1,1
tile_RA307.386_DECp78.382,XE025,R1,1
tile_RA307.386_DECp79.382,XE025,R1,1
tile_RA307.424_DECp42.499,XE233,R1,2
tile_RA307.424_DECp43.499,XE233,R1,1
tile_RA307.473_DECp66.543,XE074,R1,7
tile_RA307.473_DECp67.543,XE074,R1,22
tile_RA307.644_DECp17.484,XE455,R1,2
tile_RA307.644_DECp18.484,XE455,R1,2
tile_RA307.717_DECp10.484,XE515,R1,1
